iter	Passed	Remaining
280	350	897
281	352	896
282	353	895
283	354	893
284	355	892
285	356	890
286	358	889
287	359	888
288	360	887
289	361	885
290	362	884
291	364	883
292	365	881
293	366	880
294	367	878
295	369	877
296	370	876
297	371	874
298	372	873
299	373	871
300	374	870
301	375	868
302	377	867
303	378	866
304	379	864
305	380	863
306	382	862
307	383	861
308	384	859
309	385	858
310	386	857
311	388	855
312	389	854
313	390	853
314	391	851
315	392	850
316	394	849
317	395	847
318	396	846
319	397	844
320	398	843
321	400	842
322	401	841
323	402	840
324	403	838
325	405	837
326	406	836
327	407	835
328	408	834
329	410	832
330	411	831
331	412	830
332	413	829
333	415	827
334	416	826
335	417	825
336	418	824
337	420	823
338	421	821
339	422	820
340	424	819
341	425	818
342	426	817
343	428	816
344	429	815
345	430	813
346	431	812
347	433	811
348	434	810
349	435	809
350	437	808
351	438	807
352	439	805
353	440	804
354	441	802
355	443	801
356	444	800
357	445	799
358	446	797
359	448	796
360	449	795
361	450	794
362	452	794
363	454	793
364	455	793
365	457	791
366	458	790
367	459	789
368	460	787
369	461	786
370	462	784
371	464	783
372	465	782
373	466	780
374	467	779
375	468	778
376	470	777
377	471	776
378	472	774
379	474	773
380	475	772
381	476	771
382	478	770
383	479	769
384	480	767
385	482	766
386	483	765
387	484	764
388	485	762
389	487	761
390	488	761
391	490	760
392	491	759
393	492	757
394	493	756
395	495	755
396	496	753
397	497	752
398	498	751
399	500	750
400	501	748
401	502	747
402	503	746
403	505	745
404	506	743
405	507	742
406	508	741
407	510	740
408	511	739
409	512	738
410	514	736
411	515	735
412	516	734
413	517	733
414	519	731
415	520	730
416	521	729
417	523	728
418	524	727
419	525	725
420	526	724
421	528	723
422	529	722
423	530	720
424	531	719
425	533	718
426	534	717
427	535	716
428	537	715
429	539	714
430	540	714
431	542	713
432	543	712
433	545	710
434	546	709
435	547	708
436	548	707
437	550	706
438	551	704
439	552	703
440	554	702
441	555	701
442	557	700
443	558	699
444	560	698
445	561	698
446	563	697
447	565	696
448	566	695
449	568	694
450	569	693
451	570	692
452	572	690
453	573	690
454	574	688
455	576	687
456	577	686
457	578	685
458	580	683
459	581	682
460	583	681
461	584	680
462	586	679
463	587	678
464	590	679
465	592	678
466	594	678
467	595	677
468	597	676
469	598	675
470	600	673
471	601	672
472	602	671
473	604	670
474	605	669
475	606	668
476	608	666
477	609	665
478	611	664
479	612	663
480	614	662
481	615	661
482	617	660
483	618	659
484	620	658
485	621	657
486	623	656
487	624	655
488	626	654
489	627	653
490	629	652
491	630	651
492	632	650
493	633	648
494	634	647
495	636	646
496	637	645
497	638	643
498	640	642
499	641	641
500	642	640
501	643	638
502	645	637
503	646	636
504	647	635
505	649	633
506	650	632
507	651	631
508	652	629
509	654	628
510	655	627
511	657	626
512	658	625
513	659	623
514	661	622
515	662	621
516	663	620
517	665	619
518	666	617
519	668	616
520	669	615
521	670	614
522	671	612
523	673	611
524	674	610
525	675	608
526	677	607
527	678	606
528	679	605
529	680	603
530	681	602
531	683	601
532	683	599
533	685	597
534	686	596
535	687	595
536	688	593
537	690	592
538	691	591
539	692	590
540	694	588
541	695	587
542	696	586
543	697	585
544	699	583
545	700	582
546	701	580
547	702	579
548	703	578
549	705	577
550	706	575
551	707	574
552	708	572
553	709	571
554	711	570
555	712	568
556	713	567
557	714	566
558	715	564
559	716	563
560	718	561
561	719	560
562	720	559
563	721	557
564	722	556
565	723	554
566	724	553
567	726	552
568	727	550
569	728	549
570	729	548
571	730	546
572	732	545
573	733	544
574	734	543
575	736	541
576	737	540
577	738	539
578	739	537
579	741	536
580	742	535
581	745	535
582	747	534
583	748	533
584	751	532
585	752	531
586	754	530
587	756	529
588	757	528
589	758	527
590	760	526
591	761	524
592	762	523
593	764	522
594	766	521
595	768	520
596	769	519
597	771	518
598	772	517
599	774	516
600	776	515
601	777	514
602	779	513
603	781	512
604	783	511
605	784	510
606	786	509
607	788	508
608	789	507
609	791	505
610	792	504
611	795	504
612	797	503
613	799	502
614	800	501
615	801	499
616	803	498
617	804	497
618	805	496
619	807	494
620	809	493
621	810	492
622	811	491
623	813	489
624	814	488
625	815	487
626	816	485
627	817	484
628	819	483
629	820	481
630	821	480
631	822	479
632	824	477
633	825	476
634	826	475
635	827	473
636	828	472
637	830	471
638	831	469
639	832	468
640	833	466
641	834	465
642	836	464
643	837	462
644	838	461
645	839	460
646	841	458
647	842	457
648	843	456
649	844	454
650	845	453
651	846	451
652	847	450
653	849	449
654	850	447
655	851	446
656	852	445
657	853	443
658	854	442
659	856	441
660	857	439
661	858	438
662	859	436
663	861	435
664	862	434
665	863	433
666	864	431
667	865	430
668	867	429
669	868	427
670	869	426
671	870	425
672	871	423
673	873	422
674	874	421
675	876	419
676	877	418
677	878	417
678	880	416
679	881	414
680	882	413
681	884	412
682	885	411
683	886	409
684	888	408
685	889	407
686	891	406
687	892	404
688	893	403
689	895	402
690	896	400
691	897	399
692	900	398
693	901	397
694	904	396
695	905	395
696	907	394
697	908	393
698	910	392
699	911	390
700	913	389
701	914	388
702	916	387
703	917	385
704	919	384
705	921	383
706	922	382
707	924	381
708	925	379
709	926	378
710	928	377
711	929	376
712	931	375
713	934	374
714	936	373
715	938	372
716	940	371
717	941	369
718	943	368
719	945	367
720	946	366
721	947	365
722	949	363
723	950	362
724	952	361
725	953	359
726	954	358
727	956	357
728	957	355
729	958	354
730	960	353
731	961	352
732	963	350
733	964	349
734	965	348
735	966	346
736	968	345
737	969	344
738	970	342
739	972	341
740	973	340
741	974	338
742	975	337
743	977	336
744	978	334
745	979	333
746	980	332
747	981	330
748	983	329
749	984	328
750	985	326
751	986	325
752	987	323
753	988	322
754	989	321
755	990	319
756	991	318
757	993	317
758	993	315
759	995	314
760	996	312
761	997	311
762	998	310
763	999	308
764	1000	307
765	1001	306
766	1002	304
767	1003	303
768	1005	301
769	1006	300
770	1007	299
771	1008	297
772	1009	296
773	1011	295
774	1012	293
775	1013	292
776	1014	291
777	1016	289
778	1017	288
779	1018	287
780	1019	286
781	1020	284
782	1022	283
783	1023	281
784	1024	280
785	1025	279
786	1027	277
787	1028	276
788	1029	275
789	1030	274
790	1032	272
791	1033	271
792	1034	270
793	1036	268
794	1037	267
795	1038	266
796	1040	265
797	1042	263
798	1043	262
799	1045	261
800	1046	259
801	1047	258
802	1048	257
803	1050	256
804	1051	254
805	1052	253
806	1053	252
807	1054	250
808	1056	249
809	1057	248
810	1058	246
811	1059	245
812	1060	244
813	1062	242
814	1063	241
815	1064	240
816	1066	238
817	1067	237
818	1068	236
819	1069	234
820	1070	233
821	1072	232
822	1073	230
823	1074	229
824	1075	228
825	1077	226
826	1078	225
827	1079	224
828	1080	222
829	1082	221
830	1083	220
831	1084	219
832	1086	217
833	1087	216
834	1089	215
835	1090	213
836	1091	212
837	1093	211
838	1094	210
839	1096	208
840	1097	207
841	1098	206
842	1100	204
843	1101	203
844	1103	202
845	1104	201
846	1105	199
847	1106	198
848	1108	197
849	1109	195
850	1110	194
851	1112	193
852	1113	191
853	1114	190
854	1116	189
855	1117	187
856	1118	186
857	1120	185
858	1121	184
859	1122	182
860	1124	181
861	1125	180
862	1126	178
863	1127	177
864	1129	176
865	1130	174
866	1132	173
867	1133	172
868	1134	171
869	1136	169
870	1137	168
871	1138	167
872	1140	165
873	1141	164
874	1143	163
875	1144	161
876	1145	160
877	1147	159
878	1148	158
879	1149	156
880	1151	155
881	1152	154
882	1154	152
883	1156	151
884	1157	150
885	1159	149
886	1160	147
887	1161	146
888	1163	145
889	1164	143
890	1165	142
891	1167	141
892	1168	140
893	1169	138
894	1171	137
895	1172	136
896	1173	134
897	1174	133
898	1176	132
899	1177	130
900	1178	129
901	1180	128
902	1181	126
903	1184	125
904	1185	124
905	1187	123
906	1188	121
907	1190	120
908	1191	119
909	1193	118
910	1194	116
911	1195	115
912	1197	114
913	1198	112
914	1201	111
915	1202	110
916	1204	108
917	1205	107
918	1206	106
919	1208	105
920	1209	103
921	1210	102
922	1211	101
923	1212	99
924	1214	98
925	1215	97
926	1216	95
927	1218	94
928	1219	93
929	1220	91
930	1221	90
931	1223	89
932	1224	87
933	1225	86
934	1227	85
935	1228	83
936	1229	82
937	1231	81
938	1232	80
939	1233	78
940	1235	77
941	1236	76
942	1238	74
943	1240	73
944	1242	72
945	1243	70
946	1245	69
947	1246	68
948	1247	67
949	1249	65
950	1250	64
951	1251	63
952	1252	61
953	1254	60
954	1255	59
955	1256	57
956	1258	56
957	1259	55
958	1260	53
959	1262	52
960	1263	51
961	1264	49
962	1265	48
963	1266	47
964	1268	45
965	1269	44
966	1270	43
967	1271	42
968	1272	40
969	1274	39
970	1275	38
971	1276	36
972	1277	35
973	1278	34
974	1279	32
975	1280	31
976	1282	30
977	1283	28
978	1284	27
979	1285	26
980	1286	24
981	1287	23
982	1288	22
983	1289	20
984	1290	19
985	1291	18
986	1293	17
987	1294	15
988	1295	14
989	1296	13
990	1297	11
991	1298	10
992	1300	9
993	1300	7
994	1301	6
995	1302	5
996	1304	3
997	1305	2
998	1306	1
999	1307	0
